Task ID,Task Name,BIM Elements,Recipe Name,Operation Name,Element Name,Element ID,Crew Type,Number of Crews,Workforce,Start Date,End Date,Duration (Working),Duration (Calendar),Predecessors,Labor Hours Budgeted,Latest Start,Latest End,Critical,Free Slack (hrs),Total Slack (hrs),Driving Task(s),Driving Constraint Type(s),Subcontractor,Trade,Crane,Excavator,Rebar,Concrete Pump,Concrete,Concrete R,Slab Formwork Sets,PR: colform,PR: hoursperday,Property: zone,Property: building,Property: element_alice_type,Property: element_family_and_type,Property: Qtty_Duct,Property: Qtty_piping,Cost: Total Direct,Cost: Hourly Crew,Cost: Hourly Equipment,Cost: Labor,Cost: Equipment,Cost: Material,Schedule Name
A718228418,Sprinklers [B2_B_L4_Interior],,Interior Work Hospital,Sprinklers,B2_B_L4_Interior,3ccdea92-d083-4481-a4c1-a8bb6b1138aa,I_Fire Crew,2,3,3/12/2021 9:00,3/18/2021 13:00,36,148,A1498082759,216,3/12/2021,3/18/2021,Yes,0,0,A901438669,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,800,0,28800,0,0,2 Crew each 
A1860515670,Interior Framing [B2_C_L5_Interior],,Interior Work Hospital,Interior Framing,B2_C_L5_Interior,895b30a4-3847-4868-bbdd-05e4e68cdcae,I_Carpenter Crew,2,3,3/15/2021 13:00,3/19/2021 13:00,32,96,"A1055955014,A1646920660,A560313074",192,3/16/2021,3/22/2021,No,0,8,A1342933035,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,25600,800,0,25600,0,0,2 Crew each 
A209454582,Install Plumbing [B2_A_L5_Interior],,Interior Work Hospital,Install Plumbing,B2_A_L5_Interior,0b06147d-5e72-48b7-86cf-9051ad18d9da,I_Plumbing Crew,1,3,3/15/2021 13:00,3/18/2021 13:00,24,72,A1342933035,72,5/28/2021,6/1/2021,No,8,428,A1342933035,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,400,0,9600,0,0,2 Crew each 
A1724870027,Install Electricals [B2_A_L5_Interior],,Interior Work Hospital,Install Electricals,B2_A_L5_Interior,0b06147d-5e72-48b7-86cf-9051ad18d9da,I_Electrical Crew,2,3,3/15/2021 13:00,3/17/2021 13:00,16,48,A1342933035,96,5/12/2021,5/14/2021,No,16,336,A1342933035,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,12800,800,0,12800,0,0,2 Crew each 
A356801801,Install Health Equipment [B2_B_L3_Interior],,Interior Work Hospital,Install Health Equipment,B2_B_L3_Interior,19695492-1808-4b69-b8b7-fabe3d18c1ab,I_Equipment Crew,2,3,3/16/2021 9:00,3/22/2021 13:00,36,148,A901828934,216,7/14/2021,7/20/2021,No,0,688,A1710388980,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,36000,1000,0,36000,0,0,2 Crew each 
A1804836004,Install Ductwork [B2_B_L4_Interior],,Interior Work Hospital,Install Ductwork,B2_B_L4_Interior,3ccdea92-d083-4481-a4c1-a8bb6b1138aa,I_HVAC Crew,2,3,3/16/2021 9:00,3/22/2021 13:00,36,148,A1498082759,216,3/22/2021,3/26/2021,No,0,32,A729513902,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,800,0,28800,0,0,2 Crew each 
A1547202292,Sprinklers [B1_C_L2_Interior],,Interior Work Office Building,Sprinklers,B1_C_L2_Interior,04c70254-5b1f-43c6-9d5a-c3fa38ed774d,I_Fire Crew,2,3,3/18/2021 13:00,3/24/2021 13:00,32,144,A26938117,192,3/18/2021,3/24/2021,Yes,0,0,A718228418,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A94969014,Install Electricals [B2_C_L5_Interior],,Interior Work Hospital,Install Electricals,B2_C_L5_Interior,895b30a4-3847-4868-bbdd-05e4e68cdcae,I_Electrical Crew,2,3,3/19/2021 13:00,3/23/2021 13:00,16,96,A1860515670,96,5/14/2021,5/18/2021,No,16,320,A1860515670,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,12800,800,0,12800,0,0,2 Crew each 
A727037217,Install Plumbing [B2_C_L5_Interior],,Interior Work Hospital,Install Plumbing,B2_C_L5_Interior,895b30a4-3847-4868-bbdd-05e4e68cdcae,I_Plumbing Crew,2,3,3/19/2021 13:00,3/22/2021 17:00,12,76,A1860515670,72,6/2/2021,6/3/2021,No,20,420,A1860515670,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,800,0,9600,0,0,2 Crew each 
A331308637,Interior Framing [B2_B_L5_Interior],,Interior Work Hospital,Interior Framing,B2_B_L5_Interior,0a68e36c-a3e3-4bac-9a30-bcf988b76e16,I_Carpenter Crew,2,3,3/19/2021 13:00,3/25/2021 13:00,32,144,"A1674231629,A117713627,A1178589689",192,3/22/2021,3/26/2021,No,0,8,A1860515670,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,25600,800,0,25600,0,0,2 Crew each 
A1492410251,Install Ductwork [PO_A_L0_Interior],,Interior Work Office Building,Install Ductwork,PO_A_L0_Interior,82ff39df-ccb5-42b0-80dc-3cbd29cddf33,I_HVAC Crew,2,3,3/22/2021 13:00,3/26/2021 13:00,32,96,A1826738804,192,4/1/2021,4/7/2021,No,0,64,A1804836004,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,4,25600,800,0,25600,0,0,2 Crew each 
A1179842894,Install Health Equipment [B2_A_L5_Interior],,Interior Work Hospital,Install Health Equipment,B2_A_L5_Interior,0b06147d-5e72-48b7-86cf-9051ad18d9da,I_Equipment Crew,2,3,3/22/2021 13:00,3/26/2021 17:00,36,100,A1724870027,216,7/27/2021,8/2/2021,No,0,724,A356801801,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,36000,1000,0,36000,0,0,2 Crew each 
A379521526,Sprinklers [B1_C_L7_Interior],,Interior Work Office Building,Sprinklers,B1_C_L7_Interior,b562b741-b56e-47d0-bb31-e90727cce4b6,I_Fire Crew,1,3,3/24/2021 13:00,4/5/2021 13:00,64,288,A1006740999,192,3/24/2021,4/5/2021,Yes,0,0,A1547202292,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,400,0,25600,0,0,2 Crew each 
A1836776634,Sprinklers [B1_B_L6_Interior],,Interior Work Office Building,Sprinklers,B1_B_L6_Interior,61d0b321-924a-4de3-8365-13b98e7eb440,I_Fire Crew,1,3,3/24/2021 13:00,4/5/2021 13:00,64,288,A316512459,192,3/24/2021,4/5/2021,Yes,0,0,A1547202292,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,25600,400,0,25600,0,0,2 Crew each 
A1345313832,Install Plumbing [B2_B_L5_Interior],,Interior Work Hospital,Install Plumbing,B2_B_L5_Interior,0a68e36c-a3e3-4bac-9a30-bcf988b76e16,I_Plumbing Crew,2,3,3/25/2021 13:00,3/26/2021 17:00,12,28,A331308637,72,6/3/2021,6/4/2021,No,20,400,A331308637,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,800,0,9600,0,0,2 Crew each 
A2018431014,Interior Framing [B2_B_L4_Interior],,Interior Work Hospital,Interior Framing,B2_B_L4_Interior,3ccdea92-d083-4481-a4c1-a8bb6b1138aa,I_Carpenter Crew,2,3,3/25/2021 13:00,3/31/2021 13:00,32,144,"A1213870358,A1804836004,A718228418",192,3/26/2021,4/1/2021,No,0,8,A331308637,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,25600,800,0,25600,0,0,2 Crew each 
A713245629,Install Electricals [B2_B_L5_Interior],,Interior Work Hospital,Install Electricals,B2_B_L5_Interior,0a68e36c-a3e3-4bac-9a30-bcf988b76e16,I_Electrical Crew,2,3,3/25/2021 13:00,3/29/2021 13:00,16,96,A331308637,96,5/18/2021,5/20/2021,No,16,304,A331308637,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,12800,800,0,12800,0,0,2 Crew each 
A2112359836,Install Ductwork [B1_B_L4_Interior],,Interior Work Office Building,Install Ductwork,B1_B_L4_Interior,0344aa07-8785-4526-9569-bf3b28f626b2,I_HVAC Crew,1,3,3/26/2021 13:00,4/6/2021 13:00,56,264,A299204741,168,4/8/2021,4/19/2021,No,0,72,A1492410251,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,22400,400,0,22400,0,0,2 Crew each 
A107074652,Install Ductwork [B1_B_L8_Interior],,Interior Work Office Building,Install Ductwork,B1_B_L8_Interior,5f8d8044-ea2e-4785-a2ef-af8215610d9d,I_HVAC Crew,1,3,3/26/2021 13:00,4/6/2021 13:00,56,264,A441403205,168,4/8/2021,4/19/2021,No,0,72,A1492410251,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,22400,400,0,22400,0,0,2 Crew each 
A1697425529,Install Health Equipment [B2_C_L5_Interior],,Interior Work Hospital,Install Health Equipment,B2_C_L5_Interior,895b30a4-3847-4868-bbdd-05e4e68cdcae,I_Equipment Crew,2,3,3/29/2021 9:00,4/2/2021 13:00,36,100,A94969014,216,8/2/2021,8/6/2021,No,0,724,A1179842894,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,36000,1000,0,36000,0,0,2 Crew each 
A183920411,Interior Framing [B1_C_L2_Interior],,Interior Work Office Building,Interior Framing,B1_C_L2_Interior,04c70254-5b1f-43c6-9d5a-c3fa38ed774d,I_Carpenter Crew,2,3,3/31/2021 13:00,4/6/2021 13:00,32,144,"A1547202292,A1840093212,A759924145",192,4/1/2021,4/7/2021,No,0,8,A2018431014,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A252884358,Install Electricals [B2_B_L4_Interior],,Interior Work Hospital,Install Electricals,B2_B_L4_Interior,3ccdea92-d083-4481-a4c1-a8bb6b1138aa,I_Electrical Crew,2,3,3/31/2021 13:00,4/2/2021 13:00,16,48,A2018431014,96,5/20/2021,5/24/2021,No,0,288,A2018431014,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,12800,800,0,12800,0,0,2 Crew each 
A884952561,Install Plumbing [B2_B_L4_Interior],,Interior Work Hospital,Install Plumbing,B2_B_L4_Interior,3ccdea92-d083-4481-a4c1-a8bb6b1138aa,I_Plumbing Crew,2,3,3/31/2021 13:00,4/1/2021 17:00,12,28,A2018431014,72,6/7/2021,6/8/2021,No,20,380,A2018431014,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,800,0,9600,0,0,2 Crew each 
A1855340873,Install Health Equipment [B2_B_L4_Interior],,Interior Work Hospital,Install Health Equipment,B2_B_L4_Interior,3ccdea92-d083-4481-a4c1-a8bb6b1138aa,I_Equipment Crew,2,3,4/2/2021 13:00,4/8/2021 17:00,36,148,A252884358,216,8/9/2021,8/13/2021,No,0,724,"A252884358, A1697425529","Precedence, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,36000,1000,0,36000,0,0,2 Crew each 
A1961667380,Sprinklers [B1_B_L8_Interior],,Interior Work Office Building,Sprinklers,B1_B_L8_Interior,5f8d8044-ea2e-4785-a2ef-af8215610d9d,I_Fire Crew,2,3,4/5/2021 13:00,4/9/2021 13:00,32,96,A441403205,192,4/5/2021,4/9/2021,Yes,0,0,"A379521526, A1836776634","Crew, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,25600,800,0,25600,0,0,2 Crew each 
A789351329,Install Ductwork [PO_A_L1_Interior],,Interior Work Office Building,Install Ductwork,PO_A_L1_Interior,6e592222-840c-4014-8a6c-a65a70760918,I_HVAC Crew,2,3,4/6/2021 13:00,4/12/2021 13:00,32,144,A1123679882,192,4/19/2021,4/23/2021,No,0,72,"A2112359836, A107074652","Crew, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,4,25600,800,0,25600,0,0,2 Crew each 
A1264824854,Install Electricals [B1_C_L2_Interior],,Interior Work Office Building,Install Electricals,B1_C_L2_Interior,04c70254-5b1f-43c6-9d5a-c3fa38ed774d,I_Electrical Crew,2,3,4/6/2021 13:00,4/8/2021 13:00,16,48,A183920411,96,5/24/2021,5/26/2021,No,16,272,A183920411,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,12800,800,0,12800,0,0,2 Crew each 
A666271800,Install Plumbing [B1_C_L2_Interior],,Interior Work Office Building,Install Plumbing,B1_C_L2_Interior,04c70254-5b1f-43c6-9d5a-c3fa38ed774d,I_Plumbing Crew,2,3,4/6/2021 13:00,4/7/2021 17:00,12,28,A183920411,72,6/8/2021,6/9/2021,No,20,360,A183920411,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,800,0,9600,0,0,2 Crew each 
A1983721098,Interior Framing [PO_A_L0_Interior],,Interior Work Office Building,Interior Framing,PO_A_L0_Interior,82ff39df-ccb5-42b0-80dc-3cbd29cddf33,I_Carpenter Crew,2,3,4/6/2021 13:00,4/12/2021 13:00,32,144,"A1199519331,A1492410251,A412241184",192,4/7/2021,4/13/2021,No,0,8,A183920411,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,4,25600,800,0,25600,0,0,2 Crew each 
A168218496,Install Health Equipment [B2_B_L5_Interior],,Interior Work Hospital,Install Health Equipment,B2_B_L5_Interior,0a68e36c-a3e3-4bac-9a30-bcf988b76e16,I_Equipment Crew,1,3,4/9/2021 9:00,4/21/2021 17:00,72,296,A713245629,216,8/13/2021,8/26/2021,No,716,724,A1855340873,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,36000,500,0,36000,0,0,2 Crew each 
A1688309316,Sprinklers [B1_C_L5_Interior],,Interior Work Office Building,Sprinklers,B1_C_L5_Interior,7554af14-1249-40bf-ad5d-ae5646cad212,I_Fire Crew,2,3,4/9/2021 13:00,4/15/2021 13:00,32,144,A168045141,192,4/9/2021,4/15/2021,Yes,0,0,A1961667380,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A2129667554,Install Ductwork [B1_B_L6_Interior],,Interior Work Office Building,Install Ductwork,B1_B_L6_Interior,61d0b321-924a-4de3-8365-13b98e7eb440,I_HVAC Crew,1,3,4/12/2021 13:00,4/21/2021 13:00,56,216,A316512459,168,4/26/2021,5/5/2021,No,0,80,A789351329,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,22400,400,0,22400,0,0,2 Crew each 
A318588839,Install Plumbing [PO_A_L0_Interior],,Interior Work Office Building,Install Plumbing,PO_A_L0_Interior,82ff39df-ccb5-42b0-80dc-3cbd29cddf33,I_Plumbing Crew,1,3,4/12/2021 13:00,4/15/2021 13:00,24,72,A1983721098,72,6/10/2021,6/14/2021,No,8,340,A1983721098,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,4,9600,400,0,9600,0,0,2 Crew each 
A917141893,Install Electricals [PO_A_L0_Interior],,Interior Work Office Building,Install Electricals,PO_A_L0_Interior,82ff39df-ccb5-42b0-80dc-3cbd29cddf33,I_Electrical Crew,2,3,4/12/2021 13:00,4/14/2021 13:00,16,48,A1983721098,96,5/26/2021,5/28/2021,No,16,256,A1983721098,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,4,12800,800,0,12800,0,0,2 Crew each 
A1220824749,Interior Framing [B1_C_L8_Interior],,Interior Work Office Building,Interior Framing,B1_C_L8_Interior,b623d906-b67b-4902-af8f-d858072c97e6,I_Carpenter Crew,2,3,4/12/2021 13:00,4/16/2021 13:00,32,96,"A436622982,A729513902,A1796828483",192,4/13/2021,4/19/2021,No,0,8,A1983721098,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A561217738,Install Ductwork [B1_B_L7_Interior],,Interior Work Office Building,Install Ductwork,B1_B_L7_Interior,473f851c-37a7-4cba-a17a-b9c36f1f5d49,I_HVAC Crew,1,3,4/12/2021 13:00,4/21/2021 13:00,56,216,A895546291,168,4/26/2021,5/5/2021,No,0,80,A789351329,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,22400,400,0,22400,0,0,2 Crew each 
A2109573863,Sprinklers [B1_A_L8_Interior],,Interior Work Office Building,Sprinklers,B1_A_L8_Interior,085076f8-b35e-4e40-b956-d840318ec41a,I_Fire Crew,2,3,4/15/2021 13:00,4/21/2021 13:00,32,144,A589309688,192,4/15/2021,4/21/2021,Yes,0,0,A1688309316,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A154245544,Install Electricals [B1_C_L8_Interior],,Interior Work Office Building,Install Electricals,B1_C_L8_Interior,b623d906-b67b-4902-af8f-d858072c97e6,I_Electrical Crew,2,3,4/16/2021 13:00,4/20/2021 13:00,16,96,A1220824749,96,5/28/2021,6/1/2021,No,16,240,A1220824749,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,12800,800,0,12800,0,0,2 Crew each 
A1163723293,Interior Framing [B1_C_L7_Interior],,Interior Work Office Building,Interior Framing,B1_C_L7_Interior,b562b741-b56e-47d0-bb31-e90727cce4b6,I_Carpenter Crew,2,3,4/16/2021 13:00,4/22/2021 13:00,32,144,"A379521526,A672412446,A1739727027",192,4/19/2021,4/23/2021,No,0,8,A1220824749,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A1703176138,Install Plumbing [B1_C_L8_Interior],,Interior Work Office Building,Install Plumbing,B1_C_L8_Interior,b623d906-b67b-4902-af8f-d858072c97e6,I_Plumbing Crew,2,3,4/16/2021 13:00,4/19/2021 17:00,12,76,A1220824749,72,6/15/2021,6/16/2021,No,20,332,A1220824749,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,800,0,9600,0,0,2 Crew each 
A388967975,Sprinklers [B1_A_L2_Interior],,Interior Work Office Building,Sprinklers,B1_A_L2_Interior,b7f591a9-1471-4329-ae7e-f3d267eb0462,I_Fire Crew,2,3,4/21/2021 13:00,4/27/2021 13:00,32,144,A1016187448,192,4/21/2021,4/27/2021,Yes,0,0,A2109573863,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A1981200236,Install Ductwork [B1_C_L5_Interior],,Interior Work Office Building,Install Ductwork,B1_C_L5_Interior,7554af14-1249-40bf-ad5d-ae5646cad212,I_HVAC Crew,2,3,4/21/2021 13:00,4/27/2021 13:00,32,144,A168045141,192,5/5/2021,5/11/2021,No,0,80,"A2129667554, A561217738","Crew, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A97144088,Install Electricals [B1_C_L7_Interior],,Interior Work Office Building,Install Electricals,B1_C_L7_Interior,b562b741-b56e-47d0-bb31-e90727cce4b6,I_Electrical Crew,1,3,4/22/2021 13:00,4/28/2021 13:00,32,144,A1163723293,96,6/1/2021,6/7/2021,No,0,224,A1163723293,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,12800,400,0,12800,0,0,2 Crew each 
A1646074682,Install Plumbing [B1_C_L7_Interior],,Interior Work Office Building,Install Plumbing,B1_C_L7_Interior,b562b741-b56e-47d0-bb31-e90727cce4b6,I_Plumbing Crew,2,3,4/22/2021 13:00,4/23/2021 17:00,12,28,A1163723293,72,6/16/2021,6/17/2021,No,20,312,A1163723293,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,800,0,9600,0,0,2 Crew each 
A1280662176,Interior Framing [PO_A_L1_Interior],,Interior Work Office Building,Interior Framing,PO_A_L1_Interior,6e592222-840c-4014-8a6c-a65a70760918,I_Carpenter Crew,2,3,4/22/2021 13:00,4/28/2021 13:00,32,144,"A496460409,A789351329,A1856665910",192,4/23/2021,4/29/2021,No,0,8,A1163723293,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,4,25600,800,0,25600,0,0,2 Crew each 
A1484952227,Sprinklers [B1_C_L6_Interior],,Interior Work Office Building,Sprinklers,B1_C_L6_Interior,7f74c6fc-4561-43b7-8547-1314cdc42fab,I_Fire Crew,2,3,4/27/2021 13:00,5/3/2021 13:00,32,144,A2112171700,192,4/27/2021,5/3/2021,Yes,0,0,A388967975,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A452545602,Install Ductwork [B1_A_L5_Interior],,Interior Work Office Building,Install Ductwork,B1_A_L5_Interior,19a9cb23-00ec-425a-bc40-8ef93aca3120,I_HVAC Crew,2,3,4/27/2021 13:00,5/3/2021 13:00,32,144,A786874155,192,5/11/2021,5/17/2021,No,0,80,A1981200236,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A1763013565,Install Plumbing [PO_A_L1_Interior],,Interior Work Office Building,Install Plumbing,PO_A_L1_Interior,6e592222-840c-4014-8a6c-a65a70760918,I_Plumbing Crew,2,3,4/28/2021 13:00,4/29/2021 17:00,12,28,A1280662176,72,6/18/2021,6/21/2021,No,20,292,A1280662176,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,4,9600,800,0,9600,0,0,2 Crew each 
A214082971,Install Electricals [PO_A_L1_Interior],,Interior Work Office Building,Install Electricals,PO_A_L1_Interior,6e592222-840c-4014-8a6c-a65a70760918,I_Electrical Crew,2,3,4/28/2021 13:00,4/30/2021 13:00,16,48,A1280662176,96,6/7/2021,6/9/2021,No,16,224,"A1280662176, A97144088","Precedence, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,4,12800,800,0,12800,0,0,2 Crew each 
A2145248714,Interior Framing [B1_A_L4_Interior],,Interior Work Office Building,Interior Framing,B1_A_L4_Interior,fe04d6b3-e7e0-4217-8f44-85d5fd1b1dd5,I_Carpenter Crew,2,3,4/28/2021 13:00,5/4/2021 13:00,32,144,"A1361046947,A1653937867,A573768800",192,4/29/2021,5/5/2021,No,0,8,A1280662176,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A1499901025,Sprinklers [B1_A_L6_Interior],,Interior Work Office Building,Sprinklers,B1_A_L6_Interior,455ca9dc-5eb9-400b-94d3-5067ec2eb176,I_Fire Crew,2,3,5/3/2021 13:00,5/7/2021 13:00,32,96,A2127120498,192,5/3/2021,5/7/2021,Yes,0,0,A1484952227,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,2 Crew each 
A254981135,Install Ductwork [B1_A_L8_Interior],,Interior Work Office Building,Install Ductwork,B1_A_L8_Interior,085076f8-b35e-4e40-b956-d840318ec41a,I_HVAC Crew,1,3,5/3/2021 13:00,5/13/2021 13:00,64,240,A589309688,192,5/17/2021,5/27/2021,No,72,80,A452545602,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,400,0,25600,0,0,2 Crew each 
A993580625,Install Ductwork [B1_A_L3_Interior],,Interior Work Office Building,Install Ductwork,B1_A_L3_Interior,bd789b5f-4dc9-4348-bbea-34b32cf0f4c0,I_HVAC Crew,1,3,5/3/2021 13:00,5/13/2021 13:00,64,240,A1327909178,192,6/14/2021,6/24/2021,No,232,240,A452545602,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,400,0,25600,0,0,2 Crew each 
A1052528585,Interior Framing [B1_B_L7_Interior],,Interior Work Office Building,Interior Framing,B1_B_L7_Interior,473f851c-37a7-4cba-a17a-b9c36f1f5d49,I_Carpenter Crew,2,3,5/4/2021 13:00,5/10/2021 13:00,32,144,"A268326818,A561217738,A1628532319",192,5/5/2021,5/11/2021,No,0,8,A2145248714,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,25600,800,0,25600,0,0,2 Crew each 
A1078669509,Install Electricals [B1_A_L4_Interior],,Interior Work Office Building,Install Electricals,B1_A_L4_Interior,fe04d6b3-e7e0-4217-8f44-85d5fd1b1dd5,I_Electrical Crew,2,3,5/4/2021 13:00,5/6/2021 13:00,16,48,A2145248714,96,6/9/2021,6/11/2021,No,16,208,A2145248714,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,12800,800,0,12800,0,0,2 Crew each 
A480116455,Install Plumbing [B1_A_L4_Interior],,Interior Work Office Building,Install Plumbing,B1_A_L4_Interior,fe04d6b3-e7e0-4217-8f44-85d5fd1b1dd5,I_Plumbing Crew,2,3,5/4/2021 13:00,5/5/2021 17:00,12,28,A2145248714,72,6/21/2021,6/22/2021,No,20,272,A2145248714,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,800,0,9600,0,0,2 Crew each 
A1819468916,Sprinklers [B1_B_L4_Interior],,Interior Work Office Building,Sprinklers,B1_B_L4_Interior,0344aa07-8785-4526-9569-bf3b28f626b2,I_Fire Crew,2,3,5/7/2021 13:00,5/13/2021 13:00,32,144,A299204741,192,5/7/2021,5/13/2021,Yes,0,0,A1499901025,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,25600,800,0,25600,0,0,2 Crew each 
A2133433028,Install Electricals [B1_B_L7_Interior],,Interior Work Office Building,Install Electricals,B1_B_L7_Interior,473f851c-37a7-4cba-a17a-b9c36f1f5d49,I_Electrical Crew,2,3,5/10/2021 13:00,5/12/2021 13:00,16,48,A1052528585,96,6/11/2021,6/15/2021,No,16,192,A1052528585,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,12800,800,0,12800,0,0,2 Crew each 
A598385499,Interior Framing [B1_B_L8_Interior],,Interior Work Office Building,Interior Framing,B1_B_L8_Interior,5f8d8044-ea2e-4785-a2ef-af8215610d9d,I_Carpenter Crew,2,3,5/10/2021 13:00,5/14/2021 13:00,32,96,"A1961667380,A107074652,A1174389233",192,5/11/2021,5/17/2021,No,0,8,A1052528585,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,25600,800,0,25600,0,0,2 Crew each 
A1534879974,Install Plumbing [B1_B_L7_Interior],,Interior Work Office Building,Install Plumbing,B1_B_L7_Interior,473f851c-37a7-4cba-a17a-b9c36f1f5d49,I_Plumbing Crew,2,3,5/10/2021 13:00,5/11/2021 17:00,12,28,A1052528585,72,6/23/2021,6/24/2021,No,20,252,A1052528585,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,9600,800,0,9600,0,0,2 Crew each 
A146721568,Fire Alarm [B2_A_L3_Interior],,Interior Work Hospital,Fire Alarm,B2_A_L3_Interior,d51b60ad-9030-42de-8722-c98d1f376d1a,I_Fire Crew,2,3,5/13/2021 13:00,5/17/2021 13:00,16,96,A1098620971,96,5/13/2021,5/17/2021,Yes,0,0,A1819468916,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,12800,800,0,12800,0,0,2 Crew each 
